time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-10T00:13:06.000Z,64.9973,-147.3295,0,1.4,ml,12,75.5999939520005,,0.38,ak,ak12793632,2016-02-10T01:24:56.363Z,"24km NNE of Badger, Alaska",earthquake,0.3,34.8,,,automatic,ak,ak
2016-02-10T00:10:41.730Z,37.4193333,-118.4328333,2.32,0.35,md,6,124,0.01044,0.05,nc,nc72588675,2016-02-10T01:46:45.870Z,"3km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.49,0.82,0.242,6,reviewed,nc,nc
2016-02-10T00:07:43.320Z,43.0611667,-111.3823333,5,2,ml,16,140,0.361,0.54,mb,mb80124019,2016-02-10T15:01:31.770Z,"48km NNE of Soda Springs, Idaho",earthquake,1.9,31.61,0.251,8,reviewed,mb,mb
2016-02-10T00:03:37.310Z,38.8364983,-122.8281631,1.54,1.45,md,11,80,0.006089,0.01,nc,nc72588670,2016-02-10T01:27:05.886Z,"9km W of Cobb, California",earthquake,0.29,0.69,0.71,3,automatic,nc,nc
2016-02-09T23:53:02.590Z,46.189,-123.0421667,0.024,1.55,ml,8,137,0.08186,0.18,uw,uw61107947,2016-02-10T00:44:15.580Z,"4km NW of West Longview, Washington",explosion,0.83,31.61,0.189,12,reviewed,uw,uw
2016-02-09T23:51:49.420Z,40.559,-122.2828333,28.07,1.9,md,18,71,0.1121,0.05,nc,nc72588655,2016-02-10T04:25:07.296Z,"3km W of Palo Cedro, California",earthquake,0.58,0.35,0.148,18,reviewed,nc,nc
2016-02-09T23:35:54.770Z,33.9723333,-116.589,8.25,0.8,ml,31,95,0.03742,0.12,ci,ci37522304,2016-02-10T01:55:19.034Z,"8km W of Desert Hot Springs, California",earthquake,0.19,0.41,0.117,21,reviewed,ci,ci
2016-02-09T23:30:17.840Z,38.8196678,-122.8111649,1.82,0.86,md,15,65,0.003818,0.03,nc,nc72588645,2016-02-10T00:05:06.117Z,"6km NW of The Geysers, California",earthquake,0.26,0.45,0.07,5,automatic,nc,nc
2016-02-09T23:30:02.060Z,38.8190002,-122.8089981,1.76,0.88,md,11,75,0.004468,0.02,nc,nc72588640,2016-02-09T23:58:07.091Z,"6km NW of The Geysers, California",earthquake,0.3,0.48,0.1,3,automatic,nc,nc
2016-02-09T23:24:28.790Z,32.6056667,-116.9945,-0.21,1.53,ml,21,205,0.05432,0.26,ci,ci37522296,2016-02-09T23:38:13.778Z,"6km ESE of Chula Vista, California",quarry blast,1.44,31.61,0.092,23,reviewed,ci,ci
2016-02-09T22:37:27.530Z,-22.6558,-66.7913,199.8,4.6,mb,,32,1.959,1.03,us,us20004z4g,2016-02-10T06:40:11.650Z,"112km W of Abra Pampa, Argentina",earthquake,4.5,7.2,0.045,148,reviewed,us,us
2016-02-09T22:35:57.620Z,-16.0085,-172.7268,10,4.7,mb,,115,2.279,1.39,us,us20004z4j,2016-02-10T06:38:25.836Z,"109km E of Hihifo, Tonga",earthquake,5.4,1.9,0.118,22,reviewed,us,us
2016-02-09T22:18:56.958Z,41.8724,-119.6217,8.7,1.5,ml,5,221.51,0.152,0.0418,nn,nn00530746,2016-02-10T00:30:00.672Z,"69km ESE of Lakeview, Oregon",earthquake,6.88,7,0.55,4,reviewed,nn,nn
2016-02-09T22:12:10.630Z,42.4176667,-122.7858333,0.019,1.31,ml,5,152,0.2276,0.2,uw,uw61107922,2016-02-10T18:16:44.230Z,"6km SSE of Eagle Point, Oregon",explosion,0.84,31.61,0.1,5,reviewed,uw,uw
2016-02-09T22:06:24.000Z,59.076,-153.211,6.4,1.9,ml,7,172.799986176001,,0.75,ak,ak12793438,2016-02-09T23:20:44.521Z,"110km SW of Anchor Point, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-02-09T22:05:49.708Z,39.3568,-118.0895,8.7,1.5,ml,8,226.45,0.052,0.1757,nn,nn00530744,2016-02-10T00:20:36.074Z,"56km NNW of Gabbs, Nevada",earthquake,3.6,1.2,0.51,4,reviewed,nn,nn
2016-02-09T22:03:16.100Z,33.8153333,-117.4855,-0.57,1.36,ml,40,55,0.03378,0.22,ci,ci37522272,2016-02-09T23:27:08.166Z,"8km SSE of Home Gardens, California",quarry blast,0.38,31.61,0.213,46,reviewed,ci,ci
2016-02-09T21:59:55.660Z,46.3901667,-119.914,0.017,1.56,ml,7,242,0.1094,0.06,uw,uw61107912,2016-02-09T22:23:20.910Z,"10km NE of Sunnyside, Washington",explosion,1.15,31.61,0.168,14,reviewed,uw,uw
2016-02-09T21:59:42.722Z,41.8514,-119.6372,12.5,2.7,ml,7,75.53,0.156,0.1862,nn,nn00530706,2016-02-10T06:02:24.705Z,"69km ESE of Lakeview, Oregon",earthquake,5.68,4,0.49,5,reviewed,nn,nn
2016-02-09T21:35:03.270Z,-5.8835,146.769,70.71,4.4,mb,,59,3.519,0.75,us,us20004z3w,2016-02-10T03:46:27.349Z,"95km NNW of Lae, Papua New Guinea",earthquake,8.3,8.4,0.082,43,reviewed,us,us
2016-02-09T21:27:35.540Z,38.8121681,-122.8205032,2.62,1.01,md,15,90,0.007536,0.02,nc,nc72588610,2016-02-09T22:28:04.953Z,"6km NW of The Geysers, California",earthquake,0.29,0.47,0.02,5,automatic,nc,nc
2016-02-09T21:26:50.260Z,15.9326,-92.2488,212.28,4.9,mb,,130,0.363,1.04,us,us20004z3q,2016-02-10T05:29:30.356Z,"18km N of Chicomuselo, Mexico",earthquake,9,5.7,0.031,317,reviewed,us,us
2016-02-09T21:24:11.000Z,64.6784,-146.7962,10.7,1.4,ml,21,,,0.73,ak,ak12793338,2016-02-09T23:20:38.054Z,"12km E of Eielson Air Force Base, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-02-09T21:24:05.689Z,41.9666,-120.1676,10.2,1.6,ml,6,95.97,0.12,0.1324,nn,nn00530702,2016-02-09T22:32:13.965Z,"28km SSE of Lakeview, Oregon",earthquake,2.42,2.5,0.48,3,reviewed,nn,nn
2016-02-09T21:17:46.560Z,37.6071667,-118.8566667,3.83,0.06,md,7,149,0.01282,0.13,nc,nc72588605,2016-02-10T01:25:37.240Z,"11km ESE of Mammoth Lakes, California",earthquake,0.91,1.17,0.102,7,reviewed,nc,nc
2016-02-09T21:17:13.000Z,59.781,-152.9911,111.1,4.1,ml,,,,0.64,ak,ak12793320,2016-02-10T00:26:26.040Z,"65km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-02-09T21:15:21.000Z,63.1136,-151.832,13.3,2.5,ml,,,,0.82,ak,ak12793316,2016-02-10T05:18:04.791Z,"124km NW of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-02-09T21:11:23.450Z,-11.0366,163.5994,35,4.4,mb,,123,5.614,0.75,us,us20004z3l,2016-02-10T05:14:04.744Z,"194km ESE of Kirakira, Solomon Islands",earthquake,12.2,2,0.131,17,reviewed,us,us
2016-02-09T21:07:33.000Z,60.1204,-141.9156,0,1.6,ml,5,215.999982720001,,1.34,ak,ak12793315,2016-02-09T22:30:03.130Z,"29km ENE of Cape Yakataga, Alaska",earthquake,1.2,56.3,,,automatic,ak,ak
2016-02-09T21:04:58.229Z,39.3194,-119.9851,4,0,ml,6,123.87,0.048,0.0998,nn,nn00530735,2016-02-10T05:07:34.403Z,"7km N of Incline Village, Nevada",earthquake,2.33,4.2,0.28,3,reviewed,nn,nn
2016-02-09T21:03:44.830Z,37.5708333,-118.8435,4.93,1.99,md,39,45,0.02231,0.05,nc,nc72588600,2016-02-10T03:30:06.144Z,"14km SE of Mammoth Lakes, California",earthquake,0.18,0.37,0.251,37,reviewed,nc,nc
2016-02-09T21:00:16.572Z,39.3272,-119.9885,3.9,0.6,ml,14,65.95,0.051,0.14,nn,nn00530732,2016-02-09T23:34:21.282Z,"8km N of Incline Village, Nevada",earthquake,0.99,2.6,0.37,5,reviewed,nn,nn
2016-02-09T20:57:06.620Z,34.3183333,-116.8445,6.78,1.07,ml,34,60,0.0328,0.14,ci,ci37522192,2016-02-09T21:27:46.081Z,"6km N of Big Bear City, California",earthquake,0.17,0.42,0.1,14,reviewed,ci,ci
2016-02-09T20:46:50.490Z,38.8143349,-122.8146667,2.59,1.35,md,27,75,0.009732,0.02,nc,nc72588590,2016-02-10T04:49:20.582Z,"6km NW of The Geysers, California",earthquake,0.23,0.37,0.14,5,automatic,nc,nc
2016-02-09T20:46:32.740Z,38.8143349,-122.8151703,2.44,1.17,md,20,85,0.009884,0.02,nc,nc72588595,2016-02-09T22:05:05.894Z,"6km NW of The Geysers, California",earthquake,0.28,0.43,0.1,6,automatic,nc,nc
2016-02-09T20:39:49.600Z,38.8378334,-122.8264999,1.18,1.02,md,13,93,0.007059,0.03,nc,nc72588585,2016-02-09T21:41:05.843Z,"9km W of Cobb, California",earthquake,0.31,0.45,0.1,5,automatic,nc,nc
2016-02-09T20:34:29.000Z,64.9699,-147.4547,3.2,0.3,ml,8,125.999989920001,,0.16,ak,ak12793313,2016-02-09T22:30:02.479Z,"19km NE of Fairbanks, Alaska",earthquake,0.4,3,,,automatic,ak,ak
2016-02-09T20:24:31.810Z,46.4825,-122.4116667,19.425,1.56,ml,26,46,0.1306,0.14,uw,uw61107897,2016-02-09T21:58:37.640Z,"13km SW of Morton, Washington",earthquake,0.31,0.81,0.235,24,reviewed,uw,uw
2016-02-09T20:17:21.910Z,33.8735,-116.873,14.54,1.81,ml,77,21,0.07447,0.16,ci,ci37522184,2016-02-09T21:51:39.658Z,"6km S of Banning, California",earthquake,0.12,0.27,0.19,64,reviewed,ci,ci
2016-02-09T20:10:27.000Z,66.4381,-147.2266,0,1.9,ml,,,,1.13,ak,ak12793228,2016-02-09T21:04:22.122Z,"88km W of Fort Yukon, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-02-09T20:09:49.810Z,38.8188324,-122.7641678,1.56,0.5,md,10,78,0.01246,0.02,nc,nc72588575,2016-02-09T21:05:04.780Z,"3km W of Cobb, California",earthquake,0.38,0.82,0.06,3,automatic,nc,nc
2016-02-09T20:05:06.290Z,36.0311667,-120.6311667,7.14,0.29,md,15,141,0.04706,0.11,nc,nc72588565,2016-02-10T01:24:06.760Z,"27km WSW of Coalinga, California",earthquake,0.57,1.01,0.07,5,reviewed,nc,nc
2016-02-09T20:00:13.000Z,59.7531,-152.9967,91.4,2.1,ml,,,,0.64,ak,ak12793226,2016-02-09T21:04:23.945Z,"65km W of Anchor Point, Alaska",earthquake,0.7,0.7,,,automatic,ak,ak
2016-02-09T19:57:32.000Z,60.976,-146.6618,25.9,1.7,ml,,,,0.55,ak,ak12793222,2016-02-09T21:04:23.182Z,"24km SW of Valdez, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-02-09T19:44:19.210Z,33.6776667,-116.7815,16.95,0.99,ml,39,56,0.06847,0.14,ci,ci37522168,2016-02-09T20:56:48.568Z,"9km SW of Idyllwild, California",earthquake,0.18,0.36,0.119,27,reviewed,ci,ci
2016-02-09T19:34:29.490Z,38.8048333,-122.8151667,2.41,0.2,md,12,114,0.01583,0.02,nc,nc72588540,2016-02-10T02:21:25.290Z,"5km WNW of The Geysers, California",earthquake,0.41,0.73,0.032,2,reviewed,nc,nc
2016-02-09T19:28:24.000Z,59.8153,-152.6012,117.7,1.9,ml,,,,0.46,ak,ak12793219,2016-02-09T20:09:58.259Z,"43km W of Anchor Point, Alaska",earthquake,1.8,2.9,,,automatic,ak,ak
2016-02-09T19:05:57.190Z,37.3316667,-121.4428333,1.54,1.37,md,13,157,0.07509,0.03,nc,nc72588530,2016-02-10T06:15:05.525Z,"29km NE of Morgan Hill, California",earthquake,0.24,1.2,0.085,14,reviewed,nc,nc
2016-02-09T19:04:55.770Z,47.286,-122.2875,24.743,2.54,ml,38,43,0.06173,0.31,uw,uw61107887,2016-02-10T04:50:01.869Z,"0km NNW of Lakeland South, Washington",earthquake,0.46,0.68,0.125,95,reviewed,uw,uw
2016-02-09T19:00:38.460Z,12.0753,-86.1836,13.44,3.8,ml,,145,0.184,0.73,us,us20004z4i,2016-02-10T18:50:56.308Z,"6km NNE of Ticuantepe, Nicaragua",earthquake,2.9,6.4,0.06,36,reviewed,us,us
2016-02-09T18:50:43.680Z,38.1145,-122.2483333,8.33,1.87,md,44,107,0.02239,0.14,nc,nc72588525,2016-02-10T03:41:06.176Z,"1km NNE of Vallejo, California",earthquake,0.22,0.22,0.203,32,reviewed,nc,nc
2016-02-09T18:43:37.940Z,36.2626,-96.7603,8.18,2.6,mb_lg,,53,0.1,0.39,us,us20004z2w,2016-02-10T18:20:30.168Z,"9km SSE of Pawnee, Oklahoma",earthquake,1.4,6,0.361,2,reviewed,us,us
2016-02-09T18:16:58.010Z,38.8366661,-122.7976685,2.07,0.89,md,10,114,0.005979,0.02,nc,nc72588510,2016-02-09T18:34:08.678Z,"6km WNW of Cobb, California",earthquake,0.38,0.97,0.1,5,automatic,nc,nc
2016-02-09T18:10:38.010Z,37.4935,-113.93,5,2.13,md,14,98,0.343,0.21,uu,uu60139962,2016-02-09T20:20:45.100Z,"20km WSW of Enterprise, Utah",earthquake,0.54,1.21,0.195,12,reviewed,uu,uu
2016-02-09T18:07:45.000Z,64.6694,-149.301,19.1,0.3,ml,11,86.3999930880005,,0.45,ak,ak12793138,2016-02-10T01:24:55.679Z,"13km NW of North Nenana, Alaska",earthquake,1,1.3,,,reviewed,ak,ak
2016-02-09T17:51:57.000Z,60.1256,-152.904,101,2.1,ml,,,,1.16,ak,ak12793130,2016-02-09T18:29:11.974Z,"41km SSW of Redoubt Volcano, Alaska",earthquake,0.9,1,,,automatic,ak,ak
2016-02-09T17:50:56.480Z,38.7793333,-122.7108333,1.83,0.3,md,14,59,0.00786,0.1,nc,nc72588505,2016-02-09T23:04:07.033Z,"3km E of The Geysers, California",earthquake,0.34,0.61,0.281,2,reviewed,nc,nc
2016-02-09T17:42:34.070Z,35.7996667,-120.3415,8.71,0.86,md,35,73,0.02666,0.06,nc,nc72588500,2016-02-10T02:10:29.690Z,"16km N of Shandon, California",earthquake,0.26,0.31,0.14,17,reviewed,nc,nc
2016-02-09T17:39:30.190Z,38.4632,-118.3806,2.5,1,ml,13,89.81,0.044,0.0702,nn,nn00530660,2016-02-09T18:50:24.332Z,"22km ESE of Hawthorne, Nevada",earthquake,1.82,2.5,0.12,2,reviewed,nn,nn
2016-02-09T17:36:57.410Z,36.0248333,-117.7765,1.76,1.01,ml,20,71,0.009119,0.11,ci,ci37522112,2016-02-09T19:11:49.530Z,"15km NE of Little Lake, California",earthquake,0.18,0.16,0.164,16,reviewed,ci,ci
2016-02-09T17:36:05.370Z,46.0755,-122.513,0.024,0.93,ml,8,312,0.1559,0.18,uw,uw61107862,2016-02-09T18:31:08.390Z,"19km NNW of Amboy, Washington",explosion,1.51,31.61,0.231,8,reviewed,uw,uw
2016-02-09T17:31:19.110Z,33.9856667,-117.1283333,9.69,0.87,ml,42,42,0.1231,0.16,ci,ci37522104,2016-02-09T19:22:32.392Z,"7km W of Calimesa, California",earthquake,0.19,0.49,0.138,15,reviewed,ci,ci
2016-02-09T17:26:10.980Z,38.8151667,-122.8281667,2,0.57,md,16,97,0.009579,0.02,nc,nc72588485,2016-02-09T23:41:07.042Z,"7km NW of The Geysers, California",earthquake,0.29,0.47,0.113,3,reviewed,nc,nc
2016-02-09T17:26:10.940Z,38.8141667,-122.8296667,2.27,0.69,md,4,126,0.00987,0.02,nc,nc72588475,2016-02-10T01:53:48.270Z,"7km WNW of The Geysers, California",earthquake,0.89,1.54,,1,reviewed,nc,nc
2016-02-09T17:25:59.980Z,38.813,-122.8291667,1.99,0.26,md,4,123,0.01109,0.01,nc,nc71100019,2016-02-10T01:55:19.190Z,"7km WNW of The Geysers, California",earthquake,1.02,1.53,,1,reviewed,nc,nc
2016-02-09T17:16:03.520Z,46.1138333,-122.1638333,7.039,1.21,ml,19,205,0.02246,0.14,uw,uw61107857,2016-02-09T18:26:57.750Z,"31km NE of Amboy, Washington",earthquake,0.5,0.35,0.249,18,reviewed,uw,uw
2016-02-09T17:04:56.350Z,35.9925,-96.7441,7.91,2.3,ml,,43,0.03,0.39,us,us20004z1g,2016-02-10T17:05:05.539Z,"2km ENE of Cushing, Oklahoma",earthquake,1.6,3.1,0.064,32,reviewed,us,us
2016-02-09T17:03:59.830Z,38.8108333,-122.825,2.33,2.61,md,66,32,0.003809,0.06,nc,nc72588465,2016-02-10T07:00:05.633Z,"7km WNW of The Geysers, California",earthquake,0.13,0.2,0.259,40,reviewed,nc,nc
2016-02-09T17:02:55.650Z,33.1716667,-116.643,7.68,0.84,ml,29,68,0.02764,0.17,ci,ci37522096,2016-02-09T18:59:35.811Z,"11km NNW of Julian, California",earthquake,0.26,0.52,0.172,14,reviewed,ci,ci
2016-02-09T16:55:34.240Z,37.5738333,-118.8553333,5.33,1.08,md,27,104,0.02637,0.05,nc,nc72588460,2016-02-10T01:37:41.410Z,"13km SE of Mammoth Lakes, California",earthquake,0.21,0.34,0.162,21,reviewed,nc,nc
2016-02-09T16:46:09.690Z,19.3451667,-155.0215,0.088,2.54,md,40,199,0.07619,0.14,hv,hv61173576,2016-02-09T18:23:38.533Z,"17km SW of Leilani Estates, Hawaii",earthquake,0.72,0.28,0.126,17,reviewed,hv,hv
2016-02-09T16:45:11.300Z,18.656,-66.7195,14,2.9,Md,17,212.4,0.25332491,0.34,pr,pr16040008,2016-02-10T00:47:47.516Z,"20km N of Arecibo, Puerto Rico",earthquake,0.8,1.1,0,16,reviewed,pr,pr
2016-02-09T16:35:26.000Z,61.0212,-149.2729,23.5,1.5,ml,,,,0.19,ak,ak12793055,2016-02-09T17:40:17.143Z,"40km ESE of Anchorage, Alaska",earthquake,0.5,0.3,,,automatic,ak,ak
2016-02-09T16:33:29.550Z,19.4066658,-155.4799957,11.78,1.96,md,14,99,0.04058,0.16,hv,hv61173566,2016-02-09T16:36:38.470Z,"22km N of Pahala, Hawaii",earthquake,0.46,0.97,0.52,3,automatic,hv,hv
2016-02-09T16:31:45.537Z,36.4962,-117.5251,0,0.9,ml,14,179.95,0.247,0.0879,nn,nn00530648,2016-02-09T17:35:50.732Z,"49km ESE of Lone Pine, California",earthquake,3.2,,0.09,7,reviewed,nn,nn
2016-02-09T16:31:21.830Z,39.7796,-120.2747,10.1,0.5,ml,9,101.16,0.109,0.1391,nn,nn00530653,2016-02-09T17:14:13.170Z,"16km ESE of Portola, California",earthquake,1.84,3.7,0.31,3,reviewed,nn,nn
2016-02-09T16:25:02.110Z,38.8378334,-122.8303299,2.03,1.12,md,19,53,0.004098,0.02,nc,nc72588430,2016-02-09T18:24:04.659Z,"9km W of Cobb, California",earthquake,0.22,0.42,0.12,5,automatic,nc,nc
2016-02-09T16:21:11.230Z,38.833,-122.7713333,2.21,1.32,md,42,76,0.002758,0.07,nc,nc72588415,2016-02-10T06:11:04.519Z,"4km WNW of Cobb, California",earthquake,0.19,0.31,0.182,12,reviewed,nc,nc
2016-02-09T16:18:53.210Z,38.8330002,-122.8071671,1.46,0.55,md,10,72,0.009856,0.01,nc,nc72588410,2016-02-09T17:29:04.524Z,"7km W of Cobb, California",earthquake,0.29,0.8,0.03,3,automatic,nc,nc
2016-02-09T16:15:33.640Z,34.01,-117.1856667,13.95,1.15,ml,57,32,0.06337,0.17,ci,ci37522088,2016-02-09T18:52:12.728Z,"5km S of Redlands, California",earthquake,0.18,0.35,0.143,32,reviewed,ci,ci
2016-02-09T16:14:07.900Z,46.1975,-122.1838333,2.894,0.42,ml,8,136,0.005426,0.09,uw,uw61107842,2016-02-09T17:22:04.690Z,"37km NNE of Amboy, Washington",earthquake,0.35,0.26,0.272,5,reviewed,uw,uw
2016-02-09T16:08:39.950Z,51.1487,179.5934,35,4.4,mb,,216,2.152,0.86,us,us20004z19,2016-02-10T01:24:57.115Z,"89km S of Semisopochnoi Island, Alaska",earthquake,10.4,2,0.065,67,reviewed,us,us
2016-02-09T15:38:58.400Z,36.2597,-96.748,5.1,3.4,ml,,68,,0.46,us,us20004z14,2016-02-09T20:19:41.745Z,"10km SSE of Pawnee, Oklahoma",earthquake,1.7,6.2,,,reviewed,tul,tul
2016-02-09T15:19:41.300Z,38.7518333,-122.7003333,0.99,0.68,md,11,120,0.007289,0.07,nc,nc72588380,2016-02-10T01:32:04.907Z,"5km ESE of The Geysers, California",earthquake,0.48,0.87,0.057,2,reviewed,nc,nc
2016-02-09T15:15:03.000Z,62.5378,-151.3436,88.7,2.2,ml,,,,0.46,ak,ak12792969,2016-02-09T16:09:42.081Z,"68km WNW of Talkeetna, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-02-09T15:13:54.110Z,33.0364,76.1446,40.83,4.2,mb,,165,2.484,0.62,us,us20004z10,2016-02-09T17:06:23.111Z,"40km E of Bhadarwah, India",earthquake,9.3,5.6,0.11,23,reviewed,us,us
2016-02-09T14:56:27.000Z,61.9541,-150.9122,70.7,1.9,ml,,,,0.61,ak,ak12792898,2016-02-09T16:09:41.171Z,"51km WNW of Willow, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-02-09T14:48:16.383Z,37.4303,-116.0676,8,0.6,ml,15,145.78,0.23,0.1134,nn,nn00530649,2016-02-09T16:43:31.346Z,"80km W of Alamo, Nevada",earthquake,1.86,4.8,0.24,7,reviewed,nn,nn
2016-02-09T14:20:46.970Z,-37.1297,-73.9778,15.6,4.4,mwr,,151,1.722,0.82,us,us20004z0t,2016-02-09T21:58:17.308Z,"60km WNW of Arauco, Chile",earthquake,5.9,6.1,0.063,24,reviewed,us,us
2016-02-09T14:18:58.040Z,36.0898333,-120.1856667,9.89,1.45,md,35,118,0.06797,0.08,nc,nc72588360,2016-02-10T05:21:06.404Z,"10km NNW of Avenal, California",earthquake,0.36,0.51,0.185,16,reviewed,nc,nc
2016-02-09T14:10:44.300Z,47.8362,153.9583,73.51,4.8,mb,,132,5.792,0.64,us,us20004z0s,2016-02-09T22:13:14.113Z,"Kuril Islands",earthquake,8.4,7.4,0.039,207,reviewed,us,us
2016-02-09T14:10:39.168Z,41.8903,-119.6032,2.7,0.6,ml,5,207,0.155,0.1206,nn,nn00530647,2016-02-10T02:36:41.691Z,"69km ESE of Lakeview, Oregon",earthquake,5.16,6.5,0,1,reviewed,nn,nn
2016-02-09T13:58:52.186Z,36.5707,-117.9505,3.6,1.3,ml,10,118.14,0.167,0.096,nn,nn00530639,2016-02-10T02:36:36.432Z,"10km ESE of Lone Pine, California",earthquake,2.66,3.5,0.28,4,reviewed,nn,nn
2016-02-09T13:53:15.724Z,38.5026,-118.5321,0.6,0.4,ml,5,188.35,0.126,0.1206,nn,nn00530646,2016-02-10T02:36:40.297Z,"8km ESE of Hawthorne, Nevada",earthquake,5.82,116.9,0.46,2,reviewed,nn,nn
2016-02-09T13:50:42.790Z,2.1125,66.8223,10,5,mb,,110,6.377,1.19,us,us20004z0r,2016-02-09T21:53:23.271Z,"Carlsberg Ridge",earthquake,10.5,1.9,0.067,71,reviewed,us,us
2016-02-09T13:49:23.470Z,37.4008333,-118.5346667,10.18,0.65,md,6,158,0.05276,0.03,nc,nc72588350,2016-02-10T02:36:34.753Z,"14km W of West Bishop, California",earthquake,1.12,2.59,0.263,8,reviewed,nc,nc
2016-02-09T13:37:32.000Z,61.5954,-146.3374,31.6,1.7,ml,,,,0.6,ak,ak12792823,2016-02-09T14:29:33.199Z,"51km N of Valdez, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-02-09T13:34:07.670Z,35.8785,-117.6836667,5.95,0.47,ml,12,82,0.07434,0.07,ci,ci37522072,2016-02-09T18:54:20.743Z,"21km ESE of Little Lake, California",earthquake,0.17,0.62,0.087,4,reviewed,ci,ci
2016-02-09T13:18:21.500Z,36.1165,-96.8101,5.589,2.9,ml,,43,,0.55,us,us20004z0m,2016-02-10T09:00:56.723Z,"9km W of Yale, Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul
2016-02-09T13:12:58.230Z,33.5226667,-116.4735,8.5,1.48,ml,64,47,0.03994,0.17,ci,ci37522056,2016-02-09T18:28:43.740Z,"19km E of Anza, California",earthquake,0.15,0.27,0.187,37,reviewed,ci,ci
2016-02-09T13:12:55.250Z,33.3328333,-116.2236667,12.22,0.98,ml,14,119,0.1421,0.22,ci,ci37136156,2016-02-09T18:38:25.200Z,"16km ENE of Borrego Springs, California",earthquake,0.54,1.28,0.017,5,reviewed,ci,ci
2016-02-09T13:12:40.550Z,38.8331667,-122.8006667,2.18,1.89,md,51,50,0.009612,0.06,nc,nc72588330,2016-02-10T04:53:04.338Z,"6km W of Cobb, California",earthquake,0.15,0.22,0.169,22,reviewed,nc,nc
2016-02-09T13:11:54.150Z,33.4446667,-116.4425,12.81,0.98,ml,32,68,0.07977,0.16,ci,ci37522048,2016-02-09T14:13:30.400Z,"22km NNW of Borrego Springs, California",earthquake,0.24,0.57,0.159,26,reviewed,ci,ci
2016-02-09T13:07:54.147Z,38.6555,-118.7974,9.1,1.5,ml,16,109.11,0.2,0.1665,nn,nn00530634,2016-02-10T02:36:33.050Z,"20km NW of Hawthorne, Nevada",earthquake,0.97,2.3,0.23,8,reviewed,nn,nn
2016-02-09T13:07:39.990Z,33.6935,-116.7395,15.69,0.48,ml,19,68,0.03085,0.12,ci,ci37522040,2016-02-09T14:12:36.217Z,"6km SSW of Idyllwild, California",earthquake,0.3,0.46,0.103,13,reviewed,ci,ci
2016-02-09T13:06:02.000Z,64.373,-149.7595,19.7,1.5,ml,,,,0.44,ak,ak12792817,2016-02-09T14:29:32.083Z,"38km SW of North Nenana, Alaska",earthquake,0.3,0.1,,,automatic,ak,ak
2016-02-09T13:04:01.783Z,39.4067,-119.851,8.8,0.1,ml,11,93.89,0.069,0.1429,nn,nn00530633,2016-02-10T02:36:24.120Z,"13km SSE of Mogul, Nevada",earthquake,1.34,2.6,0.12,2,reviewed,nn,nn
2016-02-09T12:50:35.570Z,38.7900009,-122.7368317,1.37,0.86,md,5,93,0.006754,0.01,nc,nc72588315,2016-02-09T14:03:06.070Z,"2km NE of The Geysers, California",earthquake,0.97,3.3,0.15,3,automatic,nc,nc
2016-02-09T12:47:43.000Z,61.9817,-141.3871,245.8,2.5,ml,6,212.399983008001,,0.82,ak,ak12792807,2016-02-09T20:50:27.899Z,"169km ENE of Chitina, Alaska",earthquake,3.7,15.7,,,automatic,ak,ak
2016-02-09T12:46:32.065Z,38.5054,-118.5355,7,0.1,ml,4,244.18,0.123,0.0475,nn,nn00530753,2016-02-10T02:38:40.334Z,"8km ESE of Hawthorne, Nevada",earthquake,11.15,20.1,0,1,reviewed,nn,nn
2016-02-09T12:42:46.540Z,38.7908325,-122.7366638,1.24,0.57,md,7,91,0.007585,0.01,nc,nc72588310,2016-02-09T13:36:04.025Z,"2km NE of The Geysers, California",earthquake,0.37,0.73,0.1,3,automatic,nc,nc
2016-02-09T12:42:00.774Z,35.9545,-116.7656,5.5,0.7,ml,8,239.22,0.085,0.1033,nn,nn00530631,2016-02-10T02:36:21.850Z,"61km ENE of Searles Valley, California",earthquake,5.67,3.7,0.36,5,reviewed,nn,nn
2016-02-09T12:38:00.420Z,31.8318333,-115.6025,5.71,2.89,ml,18,133,0.638,0.3,ci,ci37522032,2016-02-09T20:40:38.659Z,"60km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.64,31.61,0.155,69,reviewed,ci,ci
2016-02-09T12:28:44.800Z,-57.874,-26.0044,69.61,5.2,mb,,82,6.881,0.67,us,us20004z0a,2016-02-09T20:31:28.549Z,"132km NNE of Bristol Island, South Sandwich Islands",earthquake,8.6,6.6,0.061,88,reviewed,us,us
